title,domestic_revenue,world_revenue,distributor,opening_revenue,MPAA,genres,in_release,release_date
Brian Banks,4376819,4376819,Bleecker Street Media,2156272.0,PG-13,"Biography,Drama,Sport",145.0,2019-08-09
Cold War,4580048,20296042,Amazon Studios,54353.0,R,"Drama,Music,Romance",376.0,2018-12-21
Linda Ronstadt: The Sound of My Voice,4252657,4252657,Greenwich Entertainment,113235.0,PG-13,"Biography,Documentary,Music",483.0,2019-09-06
The Last Black Man in San Francisco,4515719,4637830,A24,235272.0,R,Drama,208.0,2019-06-07
Strange World,37968963,73621640,Walt Disney Studios Motion Pictures,12151384.0,PG,"Action,Adventure,Animation,Comedy,Family,Fantasy,Sci-Fi",385.0,2022-11-23
Dragon Ball Super: Super Hero,38112140,86562140,Crunchyroll,21126919.0,PG-13,"Action,Adventure,Animation,Fantasy",135.0,2022-08-19
Jujutsu Kaisen 0,34542754,166760828,Crunchyroll,18009921.0,PG-13,"Action,Animation,Fantasy",289.0,2022-03-18
The Menu,38501125,79628200,Searchlight Pictures,9004957.0,R,"Comedy,Horror,Thriller",390.0,2022-11-18
Barbarian,40842944,45352337,20th Century Studios,10543948.0,R,"Horror,Mystery,Thriller",119.0,2022-09-09
"Lyle, Lyle, Crocodile",46888441,110999085,Sony Pictures Entertainment (SPE),11401182.0,PG,"Adventure,Comedy,Family,Fantasy,Musical",432.0,2022-10-07
Downton Abbey: A New Era,44141550,92651384,Focus Features,16000495.0,PG,"Drama,Romance",572.0,2022-05-20
Don't Worry Darling,45309403,87609403,Warner Bros.,19353213.0,R,"Drama,Mystery,Thriller",105.0,2022-09-23
Puss in Boots: The Last Wish,185535345,481080537,Universal Pictures,12429515.0,PG,"Adventure,Animation,Comedy,Family",357.0,2022-12-21
Jackass Forever,57743451,80563999,Paramount Pictures,23154388.0,R,"Action,Comedy,Documentary",331.0,2022-02-04
Halloween Ends,64079860,104352897,Universal Pictures,40050355.0,R,"Horror,Thriller",84.0,2022-10-14
Death on the Nile,45630104,137307235,20th Century Studios,12891123.0,PG-13,"Crime,Drama,Mystery",324.0,2022-02-11
The Woman King,67328130,93279806,TriStar Pictures,19051442.0,PG-13,"Action,Drama,History",453.0,2022-09-16
The Sun Is Also a Star,4950029,6750029,Warner Bros.,2511530.0,PG-13,"Drama,Music,Romance",229.0,2019-05-17
Dog,61778069,84774243,United Artists Releasing,14883928.0,PG-13,"Comedy,Drama",317.0,2022-02-18
Violent Night,50057405,76004405,Universal Pictures,13450240.0,R,"Action,Comedy,Thriller",376.0,2022-12-02
Pavarotti,4600249,8083942,CBS Films,144032.0,PG-13,"Biography,Documentary,Music",208.0,2019-06-07
Tolkien,4535154,9090040,Fox Searchlight,2200537.0,PG-13,"Biography,Drama,Romance,War",236.0,2019-05-10
Don't Let Go,5215062,5288011,OTL Releasing,2338669.0,R,"Drama,Horror,Mystery,Sci-Fi,Thriller",124.0,2019-08-30
The Mustang,5043620,6405816,Focus Features,71657.0,R,Drama,292.0,2019-03-15
The Goldfinch,5332621,10032621,Warner Bros.,2679027.0,R,"Crime,Drama",110.0,2019-09-13
The Current War: Director's Cut,5979540,12217160,101 Studios,2633717.0,PG-13,"Biography,Drama,History",70.0,2019-10-25
Arctic Dogs,5801249,10313396,Entertainment Studios Motion Pictures,2901335.0,PG,"Adventure,Animation,Comedy,Family",63.0,2019-11-01
Captive State,5958315,8808611,Focus Features,3131525.0,PG-13,"Action,Horror,Sci-Fi,Thriller",292.0,2019-03-15
Jexi,6546159,9341824,Lions Gate Films,3106730.0,R,"Comedy,Romance,Sci-Fi",84.0,2019-10-11
Free Solo,17541090,29390279,National Geographic Entertainment,294288.0,PG-13,"Adventure,Documentary,Sport",460.0,2018-09-28
Run the Race,6424420,6424420,Roadside Attractions,2161480.0,PG,"Drama,Family,Sport",313.0,2019-02-22
Morbius,73865530,167460961,Columbia Pictures,39005895.0,PG-13,"Action,Adventure,Horror,Sci-Fi,Thriller",275.0,2022-04-01
Scream,81641405,137743924,Paramount Pictures,30018805.0,R,"Horror,Mystery,Thriller",352.0,2022-01-14
The Black Phone,90123230,161440742,Universal Pictures,23633220.0,R,"Horror,Mystery,Thriller",537.0,2022-06-24
Fantastic Beasts: The Secrets of Dumbledore,95850844,407150844,Warner Bros.,42151256.0,PG-13,"Adventure,Family,Fantasy",261.0,2022-04-15
Where the Crawdads Sing,90230760,144353965,Sony Pictures Entertainment (SPE),17253227.0,PG-13,"Drama,Mystery,Romance,Thriller",170.0,2022-07-15
DC League of Super-Pets,93657117,207557117,Warner Bros.,23003441.0,PG,"Action,Adventure,Animation,Comedy,Crime,Family,Fantasy,Sci-Fi",161.0,2022-07-29
Smile,105935048,217408513,Paramount Pictures,22609925.0,R,"Horror,Mystery,Thriller",439.0,2022-09-30
The Bad Guys,97233630,250162278,Universal Pictures,23950245.0,PG,"Action,Adventure,Animation,Comedy,Crime,Family",259.0,2022-04-22
Bullet Train,103368602,239268602,Sony Pictures Entertainment (SPE),30030156.0,R,"Action,Comedy,Thriller",149.0,2022-08-05
The Lost City,105344029,192907684,Paramount Pictures,30453269.0,PG-13,"Action,Adventure,Comedy,Romance",282.0,2022-03-25
Lightyear,118307188,226425420,Walt Disney Studios Motion Pictures,50577961.0,PG,"Action,Adventure,Animation,Drama,Family,Sci-Fi",198.0,2022-06-17
Black Adam,168152111,393252111,Warner Bros.,67004323.0,PG-13,"Action,Adventure,Fantasy,Sci-Fi",418.0,2022-10-21
Nope,123277080,171235592,Universal Pictures,44366910.0,R,"Horror,Mystery,Sci-Fi,Thriller",163.0,2022-07-22
Sonic the Hedgehog 2,190872904,405421518,Paramount Pictures,72105176.0,PG,"Action,Adventure,Comedy,Family,Fantasy,Sci-Fi",268.0,2022-04-08
Elvis,151040048,287740048,Warner Bros.,31211579.0,PG-13,"Biography,Drama,Music",191.0,2022-06-24
Thor: Love and Thunder,343256830,760928081,Walt Disney Studios Motion Pictures,144165107.0,PG-13,"Action,Adventure,Comedy,Fantasy,Romance,Sci-Fi",177.0,2022-07-08
Uncharted,148648820,407141258,Sony Pictures Entertainment (SPE),44010155.0,PG-13,"Action,Adventure",317.0,2022-02-18
Minions: The Rise of Gru,369695210,939628210,Universal Pictures,107010140.0,PG,"Adventure,Animation,Comedy,Crime,Family,Sci-Fi",530.0,2022-07-01
Jurassic World Dominion,376851080,1001978080,Universal Pictures,145075625.0,PG-13,"Action,Adventure,Sci-Fi,Thriller",551.0,2022-06-10
The Batman,369345583,772245583,Warner Bros.,134008624.0,PG-13,"Action,Crime,Drama,Mystery,Thriller",303.0,2022-03-04
Avatar: The Way of Water,684075767,2320250281,20th Century Studios,134100226.0,PG-13,"Action,Adventure,Fantasy,Sci-Fi",362.0,2022-12-16
Black Panther: Wakanda Forever,453829060,859208836,Walt Disney Studios Motion Pictures,181339761.0,PG-13,"Action,Adventure,Drama,Sci-Fi",397.0,2022-11-11
Doctor Strange in the Multiverse of Madness,411331607,955775804,Walt Disney Studios Motion Pictures,187420998.0,PG-13,"Action,Adventure,Fantasy,Horror,Sci-Fi",240.0,2022-05-06
The Dead Don't Die,6563605,15325468,Focus Features,2540240.0,R,"Comedy,Fantasy,Horror,Sci-Fi",201.0,2019-06-14
"Where'd You Go, Bernadette",9198356,11025353,United Artists Releasing,3462308.0,PG-13,"Comedy,Drama",138.0,2019-08-16
Serenity,8547045,14454622,Aviron Pictures,4415403.0,R,"Drama,Mystery,Thriller",341.0,2019-01-25
Penguins,7699452,7699452,Walt Disney Studios Motion Pictures,2282593.0,G,"Documentary,Family",259.0,2019-04-17
No Manches Frida 2,9270920,26493648,Pantelion Films,3831401.0,R,Comedy,292.0,2019-03-15
Motherless Brooklyn,9277736,18577736,Warner Bros.,3500454.0,R,"Crime,Drama,Mystery",63.0,2019-11-01
Apollo 11,9039891,15342353,Neon,1607040.0,G,"Documentary,History",306.0,2019-03-01
Anna,7743794,31626978,Lions Gate Films,3600647.0,R,"Action,Thriller",194.0,2019-06-21
Black Christmas,10429730,18529730,Universal Pictures,4240245.0,PG-13,"Horror,Mystery,Thriller",385.0,2019-12-13
Holmes & Watson,30573626,40466970,Sony Pictures Entertainment (SPE),7411522.0,PG-13,"Comedy,Crime,Mystery",372.0,2018-12-25
Greta,10532219,18653107,Focus Features,4481910.0,R,"Drama,Mystery,Thriller",308.0,2019-03-01
Blinded by the Light,11901145,18601145,Warner Bros.,4333305.0,PG-13,"Comedy,Drama,Music",138.0,2019-08-16
The Best of Enemies,10205616,10209813,STX Entertainment,4446190.0,PG-13,"Biography,Drama,History",271.0,2019-04-05
The Kitchen,12180032,15980032,Warner Bros.,5527410.0,R,"Action,Crime,Drama",145.0,2019-08-09
After,12138565,69497587,Aviron Pictures,6002349.0,PG-13,"Drama,Romance",264.0,2019-04-12
Poms,13631124,16418218,STX Entertainment,5361937.0,PG-13,"Comedy,Drama,Sport",236.0,2019-05-10
Second Act,39282227,72282227,STX Entertainment,6489983.0,PG-13,"Comedy,Drama,Romance",376.0,2018-12-21
A Star Is Born,215288866,436388866,Warner Bros.,42908051.0,R,"Drama,Music,Romance",453.0,2018-10-05
The Prodigy,14856291,21127789,Orion Pictures,5853061.0,R,"Fantasy,Horror,Mystery,Thriller",327.0,2019-02-08
Miss Bala,15006824,15383580,Sony Pictures Entertainment (SPE),6864744.0,PG-13,"Action,Crime,Drama,Thriller",334.0,2019-02-01
Brightburn,17300439,33224654,Screen Gems,7845658.0,R,"Drama,Horror,Mystery,Sci-Fi",222.0,2019-05-24
The Good Liar,17156058,33856058,Warner Bros.,5605051.0,R,"Crime,Drama,Mystery,Thriller",413.0,2019-11-15
Missing Link,16649539,26565710,United Artists Releasing,5944950.0,PG,"Adventure,Animation,Comedy,Family,Fantasy",264.0,2019-04-12
The Kid Who Would Be King,16790790,32140970,Twentieth Century Fox,7173887.0,PG,"Action,Adventure,Family,Fantasy",341.0,2019-01-25
Top Gun: Maverick,718732821,1495696292,Paramount Pictures,126707459.0,PG-13,"Action,Drama",565.0,2022-05-27
Richard Jewell,22345542,44645542,Warner Bros.,4705265.0,R,"Biography,Crime,Drama",385.0,2019-12-13
Love Story,153504,153504,Fathom Events,87198.0,PG,"Drama,Romance",327.0,2020-02-09
Follow Me,167962,4377394,Vertical Entertainment,79182.0,R,"Adventure,Horror,Mystery,Thriller",105.0,2020-09-18
Charlie's Angels,17803077,73279888,Sony Pictures Entertainment (SPE),8351109.0,PG-13,"Action,Adventure,Comedy",413.0,2019-11-15
A Call to Spy,159014,786484,IFC Films,35098.0,PG-13,"Biography,Crime,Drama,Thriller,War",98.0,2020-10-02
Cats,27166770,75558925,Universal Pictures,6619870.0,PG,"Comedy,Drama,Family,Fantasy,Musical",378.0,2019-12-20
Unplanned,19005109,21585326,Pure Flix Entertainment,6382298.0,R,"Biography,Drama",278.0,2019-03-29
The Wolf of Snow Hollow,185026,266963,United Artists Releasing,91943.0,R,"Comedy,Horror,Mystery,Thriller",84.0,2020-10-09
Come Away,184477,1692494,Relativity Media,106084.0,PG,"Adventure,Drama,Fantasy",56.0,2020-11-13
Palm Springs,164000,1512871,Neon,164000.0,R,"Comedy,Fantasy,Mystery,Romance",175.0,2020-07-10
UglyDolls,20150241,32450241,STX Entertainment,8603407.0,PG,"Adventure,Animation,Comedy,Family,Fantasy,Musical",243.0,2019-05-03
Hellboy,21903748,55064690,Lions Gate Films,12045147.0,R,"Action,Adventure,Fantasy,Horror,Sci-Fi",264.0,2019-04-12
Extra Ordinary,164346,223898,Good Deed Entertainment,82543.0,R,"Comedy,Fantasy,Horror",301.0,2020-03-06
Shaft,21360215,21360215,Warner Bros.,8901419.0,R,"Action,Comedy,Crime,Mystery",201.0,2019-06-14
Black and Blue,22055313,22741061,Screen Gems,8376846.0,R,"Action,Thriller",434.0,2019-10-25
Stuber,22370452,32390945,Twentieth Century Fox,8225384.0,R,"Action,Comedy,Crime,Mystery,Thriller",173.0,2019-07-12
47 Meters Down: Uncaged,22260900,47582563,Entertainment Studios Motion Pictures,8427265.0,PG-13,"Adventure,Drama,Horror,Thriller",140.0,2019-08-16
The Outpost,186635,2327336,Fathom Events,31042.0,R,"Action,Drama,History,War",182.0,2020-07-03
Booksmart,22680962,24959607,United Artists Releasing,6933620.0,R,Comedy,222.0,2019-05-24
A Dog's Journey,22782371,78870908,Universal Pictures,8030085.0,PG,"Adventure,Comedy,Drama,Family,Fantasy",231.0,2019-05-17
Ralph Breaks the Internet,201091711,529323962,Walt Disney Studios Motion Pictures,56237634.0,PG,"Adventure,Animation,Comedy,Family,Fantasy,Sci-Fi",406.0,2018-11-21
Countdown,25621766,48021766,STX Entertainment,8865082.0,PG-13,"Horror,Thriller",434.0,2019-10-25
Vice,47836282,76073488,Annapurna Pictures,7768371.0,R,"Biography,Comedy,Drama,History",372.0,2018-12-25
The Art of Racing in the Rain,26395642,33766787,Twentieth Century Fox,8137584.0,PG,"Comedy,Drama,Romance,Sport",145.0,2019-08-09
21 Bridges,28539757,49939757,STX Entertainment,9261268.0,R,"Action,Adventure,Crime,Drama,Mystery,Thriller",406.0,2019-11-22
Bohemian Rhapsody,216428042,903655259,Twentieth Century Fox,51061119.0,PG-13,"Biography,Drama,Music",425.0,2018-11-02
Child's Play,29208403,44907074,United Artists Releasing,14094594.0,R,"Drama,Horror,Sci-Fi,Thriller",194.0,2019-06-21
Ready or Not,28714231,57615777,Fox Searchlight,8015590.0,R,"Action,Comedy,Horror,Mystery,Thriller",133.0,2019-08-21
Happy Death Day 2U,28148130,64600152,Universal Pictures,9497665.0,PG-13,"Comedy,Horror,Mystery,Sci-Fi,Thriller",324.0,2019-02-13
Midsommar,27426361,47863365,A24,6560030.0,R,"Drama,Horror,Mystery,Thriller",182.0,2019-07-03
Spies in Disguise,66757013,171616764,Twentieth Century Fox,13354798.0,PG,"Action,Adventure,Animation,Comedy,Drama,Family,Sci-Fi,Thriller",373.0,2019-12-25
Dragon Ball Super: Broly,30712119,115750445,FUNimation Entertainment,9816197.0,PG,"Action,Adventure,Animation,Family,Fantasy,Sci-Fi",350.0,2019-01-16
Zombieland: Double Tap,73123082,122810399,Sony Pictures Entertainment (SPE),26803104.0,R,"Action,Comedy,Horror",441.0,2019-10-18
Doctor Sleep,31581712,72381712,Warner Bros.,14114124.0,R,"Drama,Fantasy,Horror,Thriller",420.0,2019-11-08
Wild Mountain Thyme,213440,1517267,Bleecker Street Media,95360.0,PG-13,"Comedy,Drama,Romance",28.0,2020-12-11
Long Shot,30316271,53873809,Lions Gate Films,9740064.0,R,"Comedy,Romance",243.0,2019-05-03
The Secrets We Keep,207928,615233,Bleecker Street Media,88306.0,R,"Drama,Thriller",107.0,2020-09-16
Frozen,215000,705818,Walt Disney Studios Motion Pictures,120000.0,PG,"Adventure,Animation,Comedy,Family,Fantasy,Musical",44.0,2020-11-25
Cunningham,265102,367788,Magnolia Pictures,18422.0,PG,"Biography,Documentary,Music",385.0,2019-12-13
Tokyo Godfathers,237571,237571,Fathom Events,5800.0,PG-13,"Adventure,Animation,Comedy,Drama",298.0,2020-03-09
The Climb,234429,711639,Sony Pictures Classics,97639.0,R,"Comedy,Drama",56.0,2020-11-13
Wonder Woman,252000,456493,Warner Bros.,189000.0,PG-13,"Action,Adventure,Fantasy,Sci-Fi,War",28.0,2020-12-11
Overcomer,34746945,38026103,Affirm Films,8146533.0,PG,"Drama,Family,Sport",133.0,2019-08-23
Bohemian Rhapsody,240000,7154052,Twentieth Century Fox,240000.0,PG-13,"Biography,Drama,Music",168.0,2020-07-17
The Hustle,35417038,97409779,United Artists Releasing,13007709.0,PG-13,"Comedy,Crime",236.0,2019-05-10
Last Christmas,35150750,123446172,Universal Pictures,11441055.0,PG-13,"Comedy,Drama,Fantasy,Romance",420.0,2019-11-08
Little Women,108101214,218843645,Sony Pictures Entertainment (SPE),16755310.0,PG,"Drama,Romance",373.0,2019-12-25
Fatman,278378,1651413,Saban Films,108305.0,R,"Action,Adventure,Comedy,Fantasy,Sci-Fi,Thriller",56.0,2020-11-13
The Intruder,35419122,36599361,Screen Gems,10855054.0,PG-13,"Horror,Thriller",243.0,2019-05-03
The Mule,103804407,174804407,Warner Bros.,17509431.0,R,"Crime,Drama,Thriller",383.0,2018-12-14
Queen & Slim,43808310,47834125,Universal Pictures,11890490.0,R,"Crime,Drama,Romance",401.0,2019-11-27
Created Equal: Clarence Thomas in His Own Words,282149,282149,Manifold Productions Inc.,74577.0,PG-13,"Biography,Documentary",336.0,2020-01-31
Breakthrough,40713082,50444358,Twentieth Century Fox,11282333.0,PG,"Biography,Drama",259.0,2019-04-17
The Angry Birds Movie 2,41667116,147792047,Sony Pictures Entertainment (SPE),10354073.0,PG,"Action,Adventure,Animation,Comedy,Family",143.0,2019-08-13
A Dog's Way Home,42004346,80708134,Sony Pictures Entertainment (SPE),11251263.0,PG,"Adventure,Drama,Family",355.0,2019-01-11
Crawl,39014193,91542097,Paramount Pictures,12005210.0,R,"Action,Adventure,Horror,Thriller",173.0,2019-07-12
Harriet,43082155,43347017,Focus Features,11676720.0,PG-13,"Action,Biography,Drama,History",427.0,2019-11-01
The Traitor,296027,8860587,Sony Pictures Classics,23240.0,R,"Biography,Crime,Drama",336.0,2020-01-31
Little,40860481,48987096,Universal Pictures,15405455.0,PG-13,"Comedy,Fantasy,Romance",266.0,2019-04-12
Playing with Fire,44451847,69412425,Paramount Pictures,12723781.0,PG,"Comedy,Family",420.0,2019-11-08
Save Yourselves!,301162,301162,Bleecker Street Media,142694.0,R,"Adventure,Comedy,Sci-Fi",91.0,2020-10-02
Wonder Park,45216793,119559110,Paramount Pictures,15853646.0,PG,"Adventure,Animation,Comedy,Drama,Family,Fantasy",292.0,2019-03-15
Rambo: Last Blood,44819352,91490353,Lions Gate Films,18872919.0,R,"Action,Crime,Thriller",105.0,2019-09-20
Five Feet Apart,45729221,92554209,Lions Gate Films,13190286.0,PG-13,"Drama,Romance",292.0,2019-03-15
Les Misérables,330181,54606372,Amazon Studios,24154.0,R,"Crime,Drama,Thriller",357.0,2020-01-10
Ordinary Love,323688,774877,Bleecker Street Media,23564.0,R,"Drama,Romance",322.0,2020-02-14
Yellow Rose,367849,367849,Stage 6 Films,150330.0,PG-13,"Drama,Music",91.0,2020-10-09
The Informer,300460,2927708,Vertical Entertainment,133475.0,R,"Action,Crime,Drama,Thriller",63.0,2020-11-06
Gemini Man,48546770,173469516,Paramount Pictures,20552372.0,PG-13,"Action,Sci-Fi,Thriller",84.0,2019-10-11
She Dies Tomorrow,398663,398663,Neon,84659.0,R,"Drama,Fantasy,Horror,Mystery,Thriller",154.0,2020-07-31
Clemency,364716,364952,Neon,35444.0,R,Drama,371.0,2019-12-27
Pet Sematary,54724696,113118226,Paramount Pictures,24502775.0,R,"Horror,Mystery,Thriller",271.0,2019-04-05
Isn't It Romantic,48791187,48791187,Warner Bros.,14247758.0,PG-13,"Comedy,Fantasy,Musical,Romance",322.0,2019-02-13
What Men Want,54611903,72216294,Paramount Pictures,18232087.0,R,"Comedy,Fantasy,Romance",327.0,2019-02-08
Midway,56846802,127420861,Lions Gate Films,17897419.0,PG-13,"Action,Drama,History,War",420.0,2019-11-08
Ad Astra,50188370,127461872,Twentieth Century Fox,19001398.0,PG-13,"Adventure,Drama,Mystery,Sci-Fi,Thriller",105.0,2019-09-20
Bumblebee,127195589,467989645,Paramount Pictures,21654047.0,PG-13,"Action,Adventure,Sci-Fi",376.0,2018-12-21
The Curse of La Llorona,54733739,123233739,Warner Bros.,26347631.0,R,"Horror,Mystery,Thriller",257.0,2019-04-19
Greed,355308,1460431,Sony Pictures Classics,24163.0,R,"Comedy,Drama",308.0,2020-02-28
The Kid Detective,364138,367890,Stage 6 Films,140218.0,R,"Comedy,Drama,Mystery",84.0,2020-10-16
Buddy Games,405904,853898,Paramount Pictures,150497.0,R,Comedy,49.0,2020-11-20
Tulsa,413378,413378,Pryor Entertainment,78393.0,PG-13,"Comedy,Drama",140.0,2020-08-21
Dora and the Lost City of Gold,60477943,120597108,Paramount Pictures,17431588.0,PG,"Action,Adventure,Comedy,Family,Fantasy,Mystery",145.0,2019-08-09
Escape Room,57005601,155712077,Sony Pictures Entertainment (SPE),18238172.0,PG-13,"Action,Adventure,Horror,Mystery,Sci-Fi,Thriller",362.0,2019-01-04
Seberg,434702,655178,Amazon Studios,47180.0,R,"Biography,Drama,Thriller",315.0,2020-02-21
Black Panther,367000,684812,Walt Disney Pictures,367000.0,PG-13,"Action,Adventure,Sci-Fi",175.0,2020-07-10
Abominable,60716390,188623517,Universal Pictures,20612100.0,PG,"Adventure,Animation,Comedy,Family,Fantasy",462.0,2019-09-27
A Beautiful Day in the Neighborhood,61704055,67925733,Sony Pictures Entertainment (SPE),13251238.0,PG,"Biography,Drama",406.0,2019-11-22
Iron Man,430000,430000,Walt Disney Pictures,430000.0,PG-13,"Action,Adventure,Sci-Fi",168.0,2020-07-17
Once Were Brothers,449561,536534,Magnolia Pictures,37828.0,R,"Biography,Documentary,History,Music",315.0,2020-02-21
Beauty and the Beast,467000,914196,Walt Disney Pictures,467000.0,PG,"Adventure,Family,Fantasy,Musical,Romance",168.0,2020-07-17
Inside Out,460000,1236845,Walt Disney Pictures,340000.0,PG,"Adventure,Animation,Comedy,Drama,Family,Fantasy",175.0,2020-07-10
Terminator: Dark Fate,62253077,261119292,Paramount Pictures,29033832.0,R,"Action,Adventure,Sci-Fi",63.0,2019-11-01
Scary Stories to Tell in the Dark,68947075,104545505,Lions Gate Films,20915346.0,PG-13,"Adventure,Horror,Mystery",145.0,2019-08-09
Mary Poppins Returns,171958438,349537494,Walt Disney Studios Motion Pictures,23523121.0,PG,"Adventure,Comedy,Family,Fantasy,Musical",378.0,2018-12-19
Dark Phoenix,65845974,252442974,Twentieth Century Fox,32828348.0,PG-13,"Action,Adventure,Sci-Fi",208.0,2019-06-07
Angel Has Fallen,69030436,146661977,Lions Gate Films,21380987.0,R,"Action,Thriller",131.0,2019-08-23
A Madea Family Funeral,73257045,74747725,Lions Gate Films,27062332.0,PG-13,"Comedy,Drama",306.0,2019-03-01
Yesterday,73286650,154608856,Universal Pictures,17010050.0,PG-13,"Comedy,Fantasy,Music,Romance",187.0,2019-06-28
Men in Black: International,80001807,253890701,Sony Pictures Entertainment (SPE),30035838.0,PG-13,"Action,Adventure,Comedy,Sci-Fi",201.0,2019-06-14
Annabelle Comes Home,74152591,231252591,Warner Bros.,20269723.0,R,"Horror,Mystery,Thriller",189.0,2019-06-26
Good Boys,83140306,111173598,Universal Pictures,21402605.0,R,"Adventure,Comedy",140.0,2019-08-16
Downton Abbey,96853865,194694725,Focus Features,31033665.0,PG,"Drama,Romance",105.0,2019-09-20
Spider-Man: Into the Spider-Verse,190241310,375582637,Sony Pictures Entertainment (SPE),35363376.0,PG,"Action,Adventure,Animation,Comedy,Family,Fantasy,Sci-Fi",383.0,2018-12-14
The Addams Family,100044905,203044905,United Artists Releasing,30300007.0,PG,"Animation,Comedy,Family,Fantasy,Horror",448.0,2019-10-11
Rocketman,96368160,195320400,Paramount Pictures,25725722.0,R,"Biography,Drama,Music,Musical",215.0,2019-05-31
Ford v Ferrari,117624357,225508210,Twentieth Century Fox,31474958.0,PG-13,"Action,Biography,Drama,Sport",413.0,2019-11-15
Hustlers,104963598,157563598,STX Entertainment,33181361.0,R,"Comedy,Crime,Drama",476.0,2019-09-13
Alita: Battle Angel,85838210,404980543,Twentieth Century Fox,28525613.0,PG-13,"Action,Adventure,Sci-Fi,Thriller",687.0,2019-02-14
The Upside,108252517,125852517,STX Entertainment,20355000.0,PG-13,"Comedy,Drama",355.0,2019-01-11
Glass,111048468,246999039,Universal Pictures,40328920.0,PG-13,"Drama,Horror,Sci-Fi,Thriller",350.0,2019-01-18
Godzilla: King of the Monsters,110500138,387300138,Warner Bros.,47776293.0,PG-13,"Action,Adventure,Fantasy,Sci-Fi",215.0,2019-05-31
The Lego Movie 2: The Second Part,105806508,192306508,Warner Bros.,34115335.0,PG,"Action,Adventure,Animation,Comedy,Family,Fantasy,Musical,Sci-Fi",327.0,2019-02-08
Ava,497747,3293783,Vertical Entertainment,170349.0,R,"Action,Drama,Thriller",98.0,2020-09-25
Spell,500104,500104,Paramount Pictures,206591.0,R,"Horror,Thriller",70.0,2020-10-30
The Grinch,473781,896798,Universal Pictures,82000.0,PG,"Animation,Comedy,Family,Fantasy,Musical",42.0,2020-11-27
Kajillionaire,531430,1285775,Focus Features,215675.0,R,"Comedy,Crime,Drama",98.0,2020-09-25
The Big Ugly,514107,515399,Vertical Entertainment,152598.0,R,"Crime,Drama,Thriller",161.0,2020-07-24
Knives Out,165363234,312897920,Lions Gate Films,26769548.0,PG-13,"Comedy,Crime,Drama,Mystery,Thriller",401.0,2019-11-27
Aquaman,335061807,1151961807,Warner Bros.,67873522.0,PG-13,"Action,Adventure,Fantasy,Sci-Fi",376.0,2018-12-21
Shazam!,140371656,365971656,Warner Bros.,53505326.0,PG-13,"Action,Adventure,Comedy,Fantasy",271.0,2019-04-05
The Secret Life of Pets 2,158874395,431058604,Universal Pictures,46652680.0,PG,"Adventure,Animation,Comedy,Family",210.0,2019-06-07
How to Train Your Dragon: The Hidden World,160799505,521799505,Universal Pictures,55022245.0,PG,"Action,Adventure,Animation,Comedy,Drama,Family,Fantasy",313.0,2019-02-22
Followed,538179,546410,Global View Entertainment,152825.0,R,"Horror,Mystery,Thriller",196.0,2020-06-19
Pokémon: Detective Pikachu,144105346,433305346,Warner Bros.,54365242.0,PG,"Action,Adventure,Comedy,Family,Mystery,Sci-Fi",236.0,2019-05-10
John Wick: Chapter 3 - Parabellum,171015687,327777335,Lions Gate Films,56818067.0,R,"Action,Crime,Thriller",229.0,2019-05-17
Alone,537589,642502,Magnolia Pictures,182473.0,R,"Drama,Horror,Mystery,Thriller",112.0,2020-09-18
Once Upon a Time in Hollywood,142502728,377426903,Sony Pictures Entertainment (SPE),41082018.0,R,"Comedy,Drama",525.0,2019-07-26
Us,175084580,256022707,Universal Pictures,71117625.0,R,"Horror,Mystery,Thriller",287.0,2019-03-22
Jumanji: The Next Level,320314960,801693929,Sony Pictures Entertainment (SPE),59251543.0,PG-13,"Action,Adventure,Comedy,Fantasy",385.0,2019-12-13
Joker,335451311,1078751311,Warner Bros.,96202337.0,R,"Crime,Drama,Thriller",455.0,2019-10-04
Spider-Man: Far from Home,390532085,1131927996,Sony Pictures Entertainment (SPE),92579212.0,PG-13,"Action,Adventure,Comedy,Sci-Fi",183.0,2019-07-02
Aladdin,355559216,1050693953,Walt Disney Studios Motion Pictures,91500929.0,PG,"Adventure,Comedy,Family,Fantasy,Musical,Romance",222.0,2019-05-24
It Chapter Two,211593228,473093228,Warner Bros.,91062152.0,R,"Drama,Fantasy,Horror",119.0,2019-09-06
Frozen II,477373578,1450026933,Walt Disney Studios Motion Pictures,130263358.0,PG,"Adventure,Animation,Comedy,Drama,Family,Fantasy,Musical",406.0,2019-11-22
Captain Marvel,426829839,1128274794,Walt Disney Studios Motion Pictures,153433423.0,PG-13,"Action,Adventure,Sci-Fi",299.0,2019-03-08
Star Wars: Episode IX - The Rise of Skywalker,515202542,1074144248,Walt Disney Studios Motion Pictures,177383864.0,PG-13,"Action,Adventure,Fantasy,Sci-Fi",378.0,2019-12-20
Toy Story 4,434038008,1073394593,Walt Disney Studios Motion Pictures,120908065.0,G,"Adventure,Animation,Comedy,Family,Fantasy",196.0,2019-06-21
The Lion King,543638043,1656943394,Walt Disney Studios Motion Pictures,191770759.0,PG,"Adventure,Animation,Drama,Family,Musical",168.0,2019-07-19
Guardians of the Galaxy,542000,573547,Walt Disney Studios Motion Pictures,406000.0,PG-13,"Action,Adventure,Comedy,Sci-Fi",56.0,2020-11-13
